Author	AuthorGender	Concept	ConceptPair	Form	Gender	Manual	Register	Sentiment_Neutral	Sentiment_Positive	Source	Text	Year	confidence	gpt-3.5-turbo	gpt-4	sentiment
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	Yes	CNA	隨著耶誕節腳步逐漸逼近,台中市多家五星級飯店紛紛推出各式各樣的耶誕大餐及住房優惠向消費大眾招手,例如台中金典酒店除各中西餐廳都有聖誕大餐外,在晚餐時段還有聖誕老公公穿梭餐桌間送糖果,長榮桂冠酒店則有系列聖誕饗宴及音樂表演,讓情侶及親人共度浪漫聖誕夜。	2002	0.98011577129364	Neutral		Positive
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	Yes	CNA	自由漫畫家米爾布拉(Deb Milbrath)在美國評論漫畫家協會(Association of American EditorialCartoonists)網站指出,伍茲在耶誕節,可能對聖誕老公公有其它的期待。	2009	0.951022684574127	Neutral		Positive
_	_	son	Child	兒子	Male		NEWS	Yes	NA	CNA	古柏的廣告說:「我有一個青少年兒子,很快就要用車,只要你的車還能跑,不是跑不動的破車,我們就可以交易。	2008	0.650099158287048	Neutral		Neutral
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	No	Yes	CNA	並在岳父母位於港墘路住處對面租屋而居。	2002	0.821377992630005	Neutral		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	XIN	德斯科托·布罗克曼愉快地提起了儿时的一段难忘经历:父亲为他在唐人街买了一套中式服装,将他打扮成中国小男孩的模样拍照留念。	2009	0.827688574790955	Positive		Positive
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	「因為我的疏忽造成女兒受到嚴重燙傷,幸而有健保補助,雖然自己需要負擔伙食費等費用,也是應該的。	1995	0.986164927482605	Negative		Negative
杨越	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	XIN	最近,小男孩终于出院回家。	2001	0.957400023937225	Positive		Positive
单磊	_	girl	Not_Adult	女孩	Female		NEWS	Yes	NA	XIN	尽管维不是LPGA历史上最年轻的球手,在她之前还有一个只有10岁的加州女孩也参加过这一赛事,但维的天赋和潜力才是人们最看好的。	2003	0.497754454612732	Neutral		Neutral
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	XIN	在西安交通大学第二附属医院陪侍丈夫半年多的吴丽荣,一提到丈夫的病情就忍不住哭泣。	2003	0.603040039539337	Neutral		Negative
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	由於白冰冰女兒遭綁架案震驚社會,高雄縣長提名人黃鴻都向李登輝說,可能會影響年底的選情,不過,他也表示,發生重大刑案的縣市大都是民進黨執政的縣市,但卻要由國民黨背黑鍋,很不合理。	1997	0.995229721069336	Neutral		Negative
宋立	_	daughter	Child	女儿	Female		NEWS	Yes	NA	XIN	当时,一个由联合国观察员、驻塞西非维和部队士兵和新闻记者等组成的团组,正在那里迎接被反政府武装释放的一批妇女儿童。	1999	0.857398092746735	Neutral		Neutral
_	_	boy	Not_Adult	男孩	Male		NEWS	Yes	NA	CNA	「新橋身影:李歐卡霍專題」單元計有「寶拉X」、「新橋戀人」、「壞痞子」、「男孩遇見女孩」等片。	2002	0.939607083797455	Neutral		Neutral
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	話題女星珍妮佛洛佩茲一掃前幾部影片票房低迷的窘境,與前輩珍芳達合演的愛情喜劇新片「野獸婆婆」本週末首映便以兩千四百萬美元的好成績,榮登北美票房第一名。	2005	0.828774690628052	Positive		Positive
朱峰	_	father	Parent	父亲	Male		NEWS	No	Yes	XIN	这位土生土长的河北省武安市老人出生于药材世家,13岁便跟随父亲到江苏东海县经营药店,孔家后来成为武安商帮的重要成员。	2010	0.95484584569931	Positive		Positive
_	_	girl	Not_Adult	女孩	Female		NEWS	Yes	NA	XIN	3月17日上午,记者在马里卡地医院一个非常简陋的手术室,亲眼看到中国医疗队的外科主任医师匡忠良、麻醉师姚明在马里医生的协助下,为几内亚一名体重14公斤的3岁多女孩成功切下一个3公斤重的腋下肿瘤。	1998	0.55730140209198	Neutral		Neutral
_	_	sister	Sibling	妹妹	Female		NEWS	No	No	CNA	神經外科主治醫師陳鴻鑫表示,在檢查過程中發現小妹妹身體四肢、屁股有多發性的瘀青及眼底有視網膜出血,由於小孩的頭骨較小,很容易因劇烈搖晃而造成傷害,洪小妹妹的硬膜下出血及眼底出血可能是由劇烈搖晃所造成。	2005	0.996335506439209	Neutral		Negative
_	_	wife	Spouse	妻子	Female		NEWS	No	No	CNA	劇中的春生帶著黑框眼鏡、梳著油頭,外表是個文質彬彬的市議員,卻是個從新婚之夜便開始毆打妻子的壞丈夫;四處留情外遇不斷,甚至有對妻子Yuki(黃韻玲飾演)呼巴掌的情節。	2007	0.987461388111114	Negative		Negative
潘清	_	daughter	Child	女儿	Female		NEWS	No	No	XIN	因为跟着父母在两岸之间奔波,女儿林芝琳学习难免跟不上,“寄读”的身份也让她面临升入高中前的种种麻烦。	2007	0.811730742454529	Neutral		Negative
_	_	man	Adult	男人	Male		NEWS	No	No	XIN	但盐商在世时,他使女儿染上吸大烟的恶习,没有男人敢娶她。	1993	0.950613379478455	Negative		Negative
_	_	son	Child	兒子	Male		NEWS	Yes	NA	CNA	胡德正立刻放下手邊工作帶著兒子因賓和獵狗趕往圍捕,未料,落單遭到大山豬襲擊,奮戰至死。	2010	0.70011579990387	Neutral		Neutral
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	No	CNA	張城安的孫子於今年五月結婚後,孫媳婦有一次回到娘家在極為偶然的情形下,發現她的姑丈雙腳腳指呈現蟹足狀彎曲形狀,與張城安的雙腳腳指形狀非常類似,她當時感到相當奇怪,認為蟹足狀腳指應該是公公張城安家中的遺傳特徵,為何姑丈也有相同的特徵,經她追查後發現,姑丈和公公的父親名字竟然都叫做莊阿豹,在詳細詢問雙方家族長輩後,終於確認公公張城安是姑丈同父異母的哥哥。	2002	0.79647171497345	Neutral		Negative
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	CNA	動物園預定在一個月的檢疫期後,於十月二十一日先在派翠克的後方另闢一室,讓夏娃、麗琪和哈雷、派翠克兩兄弟隔空相望,也開放讓遊客參觀。	2001	0.797670483589172	Neutral		Positive
_	_	woman	Adult	女人	Female		NEWS	No	Yes	CNA	過後病人終生都得接受荷爾蒙替代療法,但不能像正常女人一樣懷孕生子。	2000	0.901933431625366	Negative		Positive
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	吳淡如44歲高齡懷孕,雙胞胎之一胎死腹中,懷孕29週即因妊娠毒血症而剖腹產下900多公克的早產女兒。	2009	0.69596916437149	Neutral		Negative
_	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	CNA	以陽明山第一公墓為例,葬有前行政院長孫科、前經濟部長尹仲容、滿清末代皇帝溥儀妹妹溥儒與前北京大學校長蔣夢麟等近代歷史人物,有歷史教育意義;日本東京的「青山靈園」與「雜司谷靈園」也有相關名人墓園指引,不但沒有陰森感,且有歷史意涵。	2004	0.891059398651123	Neutral		Positive
郑天虹	_	mother	Parent	母亲	Female		NEWS	Yes	NA	XIN	在这个主席台的正面,营造出大的阵容配合表演;比如说有800人突然从天上降了一个绸缎下来,在绸缎上面投射有一双大手,是母亲的手,我们可以用灯光、高科技等舞美手段来辅助主题的提升。	2010	0.766269326210022	Positive		Neutral
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	Yes	NA	XIN	龚如心与公公王廷歆为争夺亡夫王德辉300多亿港元遗产而展开的历时9年的诉讼曾轰动一时。	2007	0.886198699474335	Neutral		Neutral
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	判決書說,袁耕元(三十四歲)從民國八十三年九月間至今年三月止,連續在楠梓區右昌忠義九巷十號住處,趁妻子外出或就寢時,猥褻兩名未滿十四歲女兒多次,並姦淫兩名女兒一、兩次得逞。	1996	0.995817959308624	Neutral		Negative
_	_	husband	Spouse	丈夫	Male		NEWS	No	Yes	CNA	謝美玉平日必須照顧臥病在床的公公,每天還親自下田照顧一甲多的農作物,八年前為了想減輕丈夫張海權的工作負擔,開始接觸農業。	1999	0.513674676418304	Neutral		Positive
_	_	husband	Spouse	丈夫	Male		NEWS	No	Yes	CNA	翁水上遺孀則傷心地表示,丈夫生前十分顧家,也盡力輔導「維新專案」的下屬,持槍射殺他的員警黃偵榮今年七月才剛調來新化分局,考績不佳和丈夫一點關係也沒有,平時丈夫也已盡心輔導,對黃偵榮很好,想不到仍慘遭黃偵榮為了出氣而射殺。	1998	0.925226449966431	Neutral		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	CNA	中島說,「無論是日本人還是中國人,在日中關係上早有一個共同預期,就是日本和中國相似之處很多,正因如此,就好比異母兄弟,但就往往忽視了不同之處,社會體制、文化背景、思維方式等,這一異母兄弟關係似親非親,一旦結下仇更難解」。	1998	0.932710409164429	Neutral		Positive
_	_	mother	Parent	母親	Female		NEWS	No	No	CNA	長庚醫院整形外科醫師莊垂慶今天指出,生產造成的嬰兒臂神經叢痲痺常見於頭在下胎位但體重太重的嬰兒,生產時利用生產鉗或是真空吸器用力拉出;母親骨盆太小或是嬰兒兩肩太寬者;嬰兒體重不重但臀在下胎位造成;剖腹生產嬰兒也會發生,但機率少。	1997	0.99345052242279	Neutral		Negative
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	CNA	住在嘉義縣大林鎮的賴武則、張秀琴夫婦,三十多年前一口氣連生了四個男孩,最小的兒子出生後,家人還沒有為他取名、報戶口,就因為家境貧困無法再養育,而在他出生十天後,忍痛送給當時到村子裡演歌仔戲的演員「阿娟」領養;賴家只知道「阿娟」是嘉義市人,她的先生是職業軍人葉復春,其他狀況都不清楚。	2002	0.758178114891052	Neutral		Positive
_	_	mother	Parent	媽媽	Female		NEWS	No	No	CNA	陳楊麗蓉說,別的家庭有丈夫、爸爸,但單親媽媽只能靠自己,她經常暗自流淚、並感到自己好像「有身軀無靈魂」,一度想放棄人生;但看到小孩還小,只好咬牙繼續撐,就這樣走了過來。	2010	0.769647181034088	Neutral		Negative
_	_	girl	Not_Adult	女孩	Female		NEWS	No	No	CNA	十八歲以下青少年超重及肥胖率分別為百分之十七點六和五點六,在大城市男孩超重已達百分之十六點七,女孩為九點六。	2006	0.495374649763107	Neutral		Negative
_	_	man	Adult	男人	Male		NEWS	No	Yes	CNA	曹蘭說,她的拿手菜是「清炒高麗菜」,因為這道菜最簡單,只要加對鹽巴份量就很好吃,焦志方聽了馬上說,「有男人的女人果然幸福」。	2000	0.987971842288971	Positive		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	XIN	”这年春节,叶婆婆的儿子曾秋特地在新家大门口挂上了红灯笼,贴上春联,他现在还记得春联上写的内容,“‘燕舞春风花织锦,人歌盛世喜迎天’,是周围的邻居专门送上门的,那年我们刚搬过来,周围的人都不熟悉,没想到人家春节的时候还想着咱,所以觉得特别感动。	2007	0.445080608129501	Positive		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	No	No	CNA	牛、獅兩隊明晚將移師新竹棒球場再戰,如果獅隊揮出全壘打,將追平兄弟象隊保持的聯盟最佳連十場全壘打紀錄。	2007	0.471287369728088	Neutral		Negative
_	_	woman	Adult	女人	Female		NEWS	Yes	NA	CNA	但毛又把話題拉回到中國女人上。	2008	0.974437415599823	Neutral		Neutral
马小林	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	XIN	新华社纽约11月15日电(记者马小林)维・威廉姆斯(大威廉姆斯)15日在这里表示,2008年她的主要目标之一,就是和妹妹塞・威廉姆斯一起夺得北京奥运会网球女双的金牌。	2007	0.804727613925934	Positive		Positive
_	_	mother	Parent	母亲	Female		NEWS	No	No	XIN	英国前首相玛格丽特·希尔达·撒切尔的女儿卡萝尔·撒切尔在24日出版的英国《星期日邮报》上发表回忆文章说,母亲现在记忆状况糟糕,连很简单的事情记起来都很费劲。	2008	0.996187508106232	Neutral		Negative
_	_	woman	Adult	女人	Female		NEWS	No	No	CNA	可是一場和妮可麗夏莉頓的泡泡浴戰,她不但得穿上性感內衣,還得和一個女人一起洗泡泡浴,這可是戲裡第一遭,兩人還打得汗流夾背。	2007	0.770764708518982	Neutral		Negative
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	Yes	CNA	晚上的節目分兩階段進行,第一階段先邀請山地原住民、視障與身心殘障的小朋友同歡,章孝嚴與黃美倫分別扮演聖誕老公公與仙女,章孝嚴除了發放每位小朋友耶誕禮物外,並致贈台灣世界展望會等三民間社團,各新台幣十五萬元的禮金,希望進一步協助身心殘障與原住民兒童。	1998	0.987748265266418	Neutral		Positive
_	_	woman	Adult	女人	Female		NEWS	No	Yes	CNA	過了二十歲突然變得相當有女人味的廣末,開始挑戰演出內心戲較多的角色,連續主演兩檔連續劇的她,逐漸從廣告明星轉型為專業的女演員,接下來三個月,影迷又可以盡情的觀賞廣末演技的成長。	2000	0.996735274791718	Positive		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	而國有企業搞不活的癥結,主要在於企業長期生存在計劃體制中,一切由政府這個「婆婆」管理,企業沒有生產經營自主權,這種落後的體制和經營機制,無法適應改革開放和市場經濟發展的要求。	1996	0.946713089942932	Negative		Negative
_	_	girl	Not_Adult	女孩	Female		NEWS	Yes	NA	CNA	報導指出,英格蘭和威爾斯(Wales)地區,每年約有300名13歲以下女孩懷孕。	2010	0.392222315073013	Negative		Neutral
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	洪財王不疑有他,喝下毒水後即毒發身亡,李榮嬌於是故佈疑陣指稱丈夫是仰藥自殺身亡,企圖誤導偵辦方向。	1998	0.975525617599487	Neutral		Negative
_	_	son	Child	兒子	Male		NEWS	No	Yes	CNA	派崔克的父親派特‧提莫尼(Pat Timoney)是1名已經退休的警官,對於兒子迷你玩具在學校引發的風波感到十分不悅。	2010	0.673529624938965	Neutral		Positive
赵长春	_	mother	Parent	母亲	Female		NEWS	No	Yes	XIN	塞佩莱的母亲米尔亚米・塞佩莱担任她的教练,这次也顺理成章地当选为2003年芬兰最佳教练员。	2003	0.98932147026062	Neutral		Positive
_	_	man	Adult	男人	Male		NEWS	No	Yes	XIN	塔纳湖的湖中还有两座有趣的小岛,一座叫男人岛,一座叫女人岛。	2006	0.677110254764557	Neutral		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	CNA	美國總統布希在紀念活動中說,萊特兄弟的空中首航,「使這個世界永遠改觀...他們原先的構想導致後來航空界推出無數的改進構想。	2002	0.9967400431633	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	警方調查發現,王姓婦人於今年九月外出後即下落不明,留下婆婆與三名子女相依為命,子女今天出面指認是母親的證件無誤,擔心母親已遭不測。	2000	0.776009976863861	Neutral		Negative
_	_	girl	Not_Adult	女孩	Female		NEWS	Yes	NA	CNA	曾飾演「鯨騎士」的凱莎卡索休斯在這支政治意味濃厚的音樂錄影帶「肉桂色女孩」(CinnamonGirl)中,飾演一名混血女學童,在發生一場恐怖攻擊後,這名女學童因為自身種族遭到同學的辱罵。	2004	0.903077483177185	Neutral		Neutral
_	_	woman	Adult	女人	Female		NEWS	No	Yes	CNA	從這項專欄中也可得知呂秀蓮也出版過二本小說,分別是「這三個女人」和「情」,透過三個女人的故事譜出起起落落的人生戀曲,並且對蛻變中的現代新女性產生啟示,情一書則是呂秀蓮因美麗島事件坐牢在獄中嘔心瀝血的傑作,深獲文壇高度評價。	2003	0.721653938293457	Neutral		Positive
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	赴法調查調查局代局長程泉涉及非禮楊萬慶女兒楊育真的專案小組,是於二十一日晚間出發前往法國,由於楊萬慶夫婦始終不同意讓楊育真接受專案小組訪談,了解事實真相,導致調查工作陷入膠著。	1998	0.806285500526428	Negative		Negative
_	_	brother	Sibling	弟弟	Male		NEWS	No	Yes	XIN	他的弟弟50年代到中国上大学,毕业后留在中国工作。	1999	0.733629405498505	Neutral		Positive
