Form	Year	Register	Source	Text	Label	Score
woman	1952	FIC	Giant	  there! " Bick laughed. " You're talking about the husband of the woman I love. " " That's right, you want to watch out with	LABEL_1	0.953721404
woman	1952	FIC	WorksLove	  " You say this kid was your wife? " she said. " This woman is my wife, " Will Brady replied. " I don't get it	LABEL_1	0.988488615
woman	1955	FIC	Play:RichardAnne	  and the dresses she had worn And jewels -- And the small secret things a woman puts Aside when a man comes in -- Still with her perfume light upon them	LABEL_1	0.980859637
woman	1952	FIC	Build-Up	  is at home. " Mary was the Fletchers' Irish maid, a heavy woman who had been long with the family. " I'm looking for a woman	LABEL_1	0.976039767
woman	1958	FIC	SummerPlace	  's a nice boy, dear, but we can't forget the kind of woman his mother is, and his father, you know -- the drinking and all	LABEL_1	0.991351366
woman	1959	FIC	Mansion	  n't but twelve or thirteen years old and she was already nineteen, a growed woman, when he seen her that last time -- a insurmountable barrier of difference in	LABEL_1	0.833410203
woman	1950	FIC	LoveHonor	  of color. Allah be praised, Sary wouldn't follow her here. The Woman at Work sign hung on the knob outside the door and even she, whom	LABEL_1	0.667150557
woman	1952	FIC	CatherineWheel	  callous moment, she leaned on him, abiding by his decision, a yielding woman trusting a man's strength. But then, miserably, she thought of Andrew	LABEL_1	0.474325716
woman	1952	FIC	WorksLove	  , as they stood in the close dark room, a life-sized statue of a woman with a lion's head in front of them, partly lighted by a shaft	LABEL_1	0.988359213
woman	1956	FIC	BoonIsland	  after the war. He could remember watching Mr. Pott remove a breast from a woman who was more modestly covered than Mary. Her lips were a trifle thin,	LABEL_1	0.608389199
woman	1959	FIC	Mansion	  leading toward the back rooms, was another door. This door opened and a woman came in, a nice little woman with a dumpy figure, wearing a blue	LABEL_1	0.978329718
woman	1956	FIC	BoonIsland	  , occasionallytucking in his sea-colored tie, he came to an ironwroughtfence where a Negro woman was shearing a bush; and waited in hope she would look up and ask	LABEL_1	0.96816653
woman	1955	FIC	FaithfulAreWounds	  , bright though careless " (breathing heavily, without leaving her perch, the woman took time out to look at the lovely child's report sheet on the desk	LABEL_1	0.658933342
woman	1952	FIC	Mov:SinginInRain	  (o.s.) Quiet. DEXTERRoll' em. 17A MLS - Man and Woman at left - Workmen standing at center - Simpson enters door at center b.g. -	LABEL_1	0.991294682
woman	1957	FIC	VelvetHorn	  stepped out that night before all the guests, had said -- Amelie is my woman. You, Duncan, keep your hands off. I was thinking if you	LABEL_1	0.930458367
woman	1958	FIC	AnatomyMurder	  to be her father. Could it be possible that this fragile and well-bred-appearing young woman was the scheming Mary Pilant? " Is that Barney and Mary? " I	LABEL_1	0.523367286
woman	1959	FIC	Malcolm	  left. Your skin, which was never handsome, is now that of a woman without either age or youth. You belong to the nameless waves of the middle-aged	LABEL_1	0.775841177
woman	1958	FIC	WinthropWoman	  the sun in the park. As he returned from the bathroom, the German woman moved correctly down the hall, as if on little wheels. Sluts walk so	LABEL_1	0.99304831
woman	1951	FIC	Hangsaman	  that, being so new here... " | " Of course. " The woman sounded relieved, still giving the impression that the point had been important. "	LABEL_1	0.743537247
woman	1952	FIC	WorksLove	  funny. Nor did it strike him as out of this world. If a woman has lived twelve years with a man, and the nights of those years rolled	LABEL_1	0.935957313
woman	1958	FIC	Maggie-Now	  . " She has golden eyes. " " Tan! " insisted the old woman. " Now, Henrietta, " said The Missus, " they're the	LABEL_1	0.993597746
woman	1951	FIC	ReturnParadise	  if hands carried great paddles. The chief rants and cries. Always the mournful woman chants in her husky voice. Now the poi balls whirr in the air,	LABEL_1	0.956468344
woman	1952	FIC	Mov:Ivanhoe	  Bermondsley, a soldier at arms. FITZURSETell the court what you know of this woman. 42B MCS - Roger of Bermondsley - he speaks - others seen at b.g.	LABEL_1	0.963773131
woman	1951	FIC	ChosenCountry	  up to make an appointment with the dean who turned out to be a freshfaced woman with beautiful white hair in a pompadour who talked crisply about exceptions in deserving cases	LABEL_1	0.981386602
woman	1957	FIC	RallyRoundFlag	  television set. But then what? Then she would be a 38 year old woman living in Putnam's Landing without children and without a husband. There could be	LABEL_1	0.993098795
woman	1959	FIC	Mov:NorthByNorthwest	  , Clara, Capt. Junket and Lt. Harding react - -- 31 -- HANDSOME WOMAN o.s..... this afternoon. 72A MCS - Thornhill - Camera shooting past Handsome Woman	LABEL_1	0.891329527
woman	1956	FIC	Play:Cetshwayo	  battle go? WARRIOR (Rises; recites emotionally, as if not addressing the woman.)' T was dawn the battle fierce began! The sun above shone	LABEL_1	0.914918423
woman	1959	FIC	Eva	  had absorbed from the first moment of my upbringing, that my life as a woman would begin with my husband. Surely it had been only natural, in Hrebenko	LABEL_1	0.934851348
woman	1951	FIC	NeverLookBack	  walk. I'm not going to think about -- about Bill. About a woman in black. About a little bronze statuette that is so heavy, that could	LABEL_1	0.992781758
woman	1951	FIC	Play:FarmersHotel	  guess. I'd say you look more like Philadelphia people. The man and woman exchange quick glances. POMFRET Have a couple of brandies, please. LADY And	LABEL_1	0.851223528
woman	1952	FIC	WorksLove	  time. In Will Brady's mind what the girl needed, what this strange woman, his wife, needed, was what he had often heard described as a	LABEL_1	0.907486677
woman	1958	FIC	IcePalace	  the twelfth-century courts -- even you are passing. By the time Christine is a woman and has children of her own you and all your kind will be as mythical	LABEL_1	0.844017267
woman	1952	FIC	WonderfulCity	  said, winking, " that Naylor took lots of buggy rides with the army woman they found behind the dam. " " Pete, " grinned Wakefield, "	LABEL_1	0.848869979
woman	1952	FIC	Harpers	  , I don't expect you to let me take it? " protested the woman, smiling at the young ladies as if they had just done her the most	LABEL_1	0.912339926
woman	1952	FIC	WorksLove	  present were profoundlyaware of the expense such hairdressing entailed. She was a short lean woman, unusually shaped, with no waist at all. Her features were tiny,	LABEL_1	0.866586268
woman	1952	FIC	Giant	  Boats bobbed at the piers, sails glinted against the horizon. The man and woman walked alone, two figures against the background of sky and water, no other	LABEL_1	0.997192442
woman	1959	FIC	Malcolm	  is hardly news to me, " Mr. Cox took this up. " A woman who owes all her success to me naturally must defame me frequently in order for	LABEL_1	0.874544322
woman	1957	FIC	Play:Ione	  p. 61 IONE All the songs have a woman in them, waiting. BEGGAR Woman have a lot of patience. IONE When the wake finish the war will begin	LABEL_1	0.981501639
woman	1951	FIC	CaptainBarneyA	  What do you want? " Her face was white. She was the daintiest woman he had ever seen. From the small slippers with their ankle ties, to	LABEL_1	0.771144986
woman	1952	FIC	LaughingKeepFrom	  paper-white clouds, and air showing through. You could tell that the old Negro woman was looking at the flag, and that the flag was proud in the spring	LABEL_1	0.96554625
woman	1953	FIC	ChildrenAreBored	  , even Mrs. Crowell, paused a second to look from the man to the woman and to esteem their concord. Frau Reinmuth then returned to Mr. Andreas, but	LABEL_1	0.871311247
woman	1959	FIC	Hex	  yet she was afraid. * * * * * Gloria smiled understandingly at the woman who sat across the desk. " I understand, Mrs. Francis, " she	LABEL_1	0.974893212
woman	1952	FIC	Harpers	  How much? " said Joe. " Two thousand dollars, " said the woman. " Boy! " said Joe. They settled back comfortably. Joe,	LABEL_1	0.72174412
woman	1951	FIC	HereEternity	  keep from getting tanned. You'd think I was an old, old tourist woman, if you saw me. " " I was wondering how to go about	LABEL_1	0.991911709
woman	1952	FIC	LaughingKeepFrom	  , " especially when you're around women. " " Gim me one white woman, " said the old white man, " and you can take all these	LABEL_1	0.983558357
woman	1951	FIC	ChosenCountry	  said jay hollowly, " it would he worth while... with any woman. " Scott gave him a quick dark probing glance. " How old are	LABEL_1	0.994662583
woman	1952	FIC	Harpers	  and he had an odd impression that she had grown in size. The thin woman was glancing uneasily from Prescott to Carol. The moment he stepped back she was	LABEL_1	0.970151961
woman	1953	FIC	ChildrenAreBored	  understand. He would have said she was drunk if she hadn't been a woman and a sort of teacher. She took a card out of the desk and	LABEL_1	0.99495548
woman	1957	FIC	WapshotChronicle	  this must have been very uncomfortable. " Well, good luck, " the woman said in the cheerful, cracked voice of middle age, and turned her horse	LABEL_1	0.970264137
woman	1959	FIC	Mov:NorthByNorthwest	  left descending steps - 2B MCS - Lt. Harding, Capt. Junket and Handsome Woman enter at door - two formers exits right f.g. - latter waves to o.s.	LABEL_1	0.959999681
woman	1955	FIC	BangDrumSlowly	  was crowded, but he found a seat halfway up the aisle, beside a woman. He had been sitting beside her for several minutes before she leaned forward to	LABEL_1	0.995220959
woman	1951	FIC	CaptainBarneyA	  , " he said, and smiled a little. " In Stasia, a woman does not go about by herself. Most especially in Lower Town. That is	LABEL_1	0.976244807
woman	1952	FIC	CryChildren	  you'll let me stay. For later I wouldn't be with man or woman, and God only knew in what twilight sleep I might wake. I sat	LABEL_1	0.997431219
woman	1952	FIC	Harpers	  with a child against her shoulder. She came forward uncertainly, a MAGAZINE sweet-faced woman made stiff by mistrust. Carol talked to her in Spanish for five minutes before	LABEL_1	0.613529742
woman	1957	FIC	Town	  . " I do nt think you will livep184long enough to ever be twice any woman's age, I do nt care what it is. " " All right	LABEL_1	0.763313234
woman	1957	FIC	WapshotChronicle	  and fifty years, more or less, back to Julian's marriage with the woman in the portrait, only dimly recalled by Virginia, which had so startled Evadne	LABEL_1	0.755462527
woman	1951	FIC	Play:FarmersHotel	  (suspiciously): What makes you think I'm calling Philadelphia? A handsome woman, also in hunting habit, enters on this speech and goes directly to the	LABEL_1	0.685620606
woman	1950	FIC	Harpers	  never could bear a wet Monday -- it's not doing right by a poor woman. " And bless you, next minute we'd be at it again,	LABEL_1	0.955422759
woman	1954	FIC	Harpers	  Madame Helene. But then Nebraska had early and accidentally rendered himself sweet to that woman by appearing impressed to learn that Claude Felix Cam bronne had studied and painted in	LABEL_1	0.541560769
woman	1957	FIC	Stop-OverTokyo	  was that saying that the desire of woman is to be desired, and a woman could instinctively estimate a man's desire. Rapid though the interplayhad been, and	LABEL_1	0.790939867
woman	1955	FIC	DreamKings	  to chat a little, pleasant time and hear the friendly growl of the old woman's stomach like the ebb and fall of bees quarreling in an August hive.	LABEL_1	0.98346591
woman	1952	FIC	Harpers	  slammed, and the car backed down the drive. Hatfield could not see the woman. He went into the house. " I'm glad that's over,	LABEL_1	0.611039519
woman	1955	FIC	BangDrumSlowly	  play. A few hours ago he had stood here at this samep118gate with another woman. People in bright-colored clothes had moved about over the lawn while they stood here	LABEL_1	0.99519664
